municipio;grande_grupamento_atividade;cnae_secao;admitidos;desligados;saldo;variacao_relativa
;Indefinido;Indefinido;0;0;0;0.0
Botucatu;Indefinido;Indefinido;0;0;0;0.0
Botucatu;Agropecuária;Indefinido;0;0;0;0.0
Botucatu;Agropecuária;Indefinido;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;21;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;2;0;2;0.046511627906976744
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;1;-1;-0.1111111111111111
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;13;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;1;-1;-0.5
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;10;-10;9;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;29;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;1;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;1;5;-4;-0.03636363636363636
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;4;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;1;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;5;1;4;0.06451612903225806
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;2;-2;-0.2222222222222222
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;3;7;-4;-0.014760147601476014
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;8;15;-7;-0.027777777777777776
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;1;1;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;-1;12;45.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;5;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;1;-1;-0.06666666666666667
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;2;0;2;0.06060606060606061
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;1;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;3;1;2;0.14285714285714285
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;2;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;4;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;34;56;-22;-0.014735432016075016
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;2;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;9;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;8;2;6;0.13333333333333333
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;8;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;3;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;8;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;7;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;3;3;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;2;0;2;0.06896551724137931
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
Botucatu;Agropecuária;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;0;0;0;0.0
